node	X	Y
207	117.8744318	398.0863636
208	114.7210227	398.1494318
209	121.7846591	401.1136364
210	121.2801136	398.1494318
211	105.1346591	393.6085227
212	111.69375	395.0590909
213	108.6664773	395.0590909
214	111.69375	391.8426136
215	108.6664773	392.0318182
216	117.8113636	394.9960227
217	114.7840909	394.9329545
218	117.8744318	392.1579545
219	114.7210227	391.96875
220	120.9017045	394.9960227
221	121.2801136	391.8426136
222	105.1346591	387.5539773
223	111.6306818	388.9414773
224	108.6664773	389.0045455
225	111.7568182	385.9772727
226	108.6664773	385.7880682
227	117.9375	388.9414773
228	114.7840909	389.0045455
229	117.8744318	386.0403409
230	114.7840909	386.0403409
231	121.6585227	388.8153409
232	123.9289773	386.0403409
233	120.9017045	385.8511364
234	79.78125	405.6545455
235	85.89886364	405.5914773
236	91.89034091	405.4653409
237	98.07102273	405.5284091
238	102.1073864	405.7176136
239	79.78125	399.7261364
240	85.83579545	399.7261364
241	91.89034091	399.7261364
242	99.58465909	400.9875
243	96.55738636	401.0505682
244	99.58465909	398.1494318
245	96.55738636	398.0863636
246	102.1073864	399.7261364
247	79.84431818	393.7346591
248	85.83579545	393.6715909
249	91.95340909	393.6085227
250	99.58465909	395.0590909
251	96.43125	394.9329545
252	99.64772727	392.0318182
253	96.49431818	391.7795455
254	102.1073864	393.7346591
255	79.78125	387.6801136
256	85.89886364	387.6801136
257	91.95340909	387.6801136
258	99.52159091	388.9414773
259	96.55738636	388.8784091
260	99.58465909	385.7880682
261	96.49431818	385.7880682
262	102.1073864	387.5539773
263	104.3778409	352.8034091
264	101.3505682	352.8034091
265	104.3778409	349.7130682
266	101.4136364	349.7130682
267	110.5585227	353.0556818
268	107.4051136	352.8664773
269	110.6215909	349.9022727
270	107.5943182	349.8392045
271	104.5039773	346.6857955
272	101.5397727	346.4965909
273	104.5039773	343.5954545
274	101.6659091	343.5954545
275	110.7477273	346.875
276	107.6573864	346.8119318
277	110.7477273	343.8477273
278	107.7204545	343.7215909
279	116.7392045	347.1272727
280	113.775	347.0642045
281	116.8022727	343.9738636
282	113.775	343.8477273
283	104.75625	340.5681818
284	101.7289773	340.4420455
285	104.8193182	337.6039773
286	101.7289773	337.4778409
287	110.8107955	340.8204545
288	107.7835227	340.5681818
289	110.9369318	337.6670455
290	107.9096591	337.6670455
291	116.8653409	341.0096591
292	113.9642045	340.8835227
293	116.9914773	337.9193182
294	113.9642045	337.85625
295	123.0460227	341.0727273
296	120.01875	341.0727273
297	123.2352273	338.0454545
298	120.01875	338.0454545
299	103.4948864	333.1261364
300	109.4863636	333.3784091
301	115.7301136	333.4414773
302	121.9107955	333.5045455
303	127.9653409	333.6306818
304	135.4073864	335.0181818
305	132.4431818	335.08125
306	135.4704545	332.1170455
307	132.3801136	332.1170455
308	137.8670455	333.7568182
309	103.6840909	327.0715909
310	109.6755682	327.2607955
311	115.85625	327.45
312	121.9738636	327.6392045
313	128.1545455	327.7022727
314	134.0829545	327.7022727
315	137.8670455	327.8284091
316	103.8102273	320.9539773
317	109.9278409	321.1431818
318	84.95284091	350.8482955
319	90.75511364	351.4159091
320	96.93579545	351.1005682
321	85.07897727	344.6045455
322	91.07045455	345.0460227
323	97.25113636	344.8568182
324	85.20511364	338.55
325	91.25965909	338.6130682
326	97.37727273	338.8022727
327	85.33125	332.4954545
328	91.32272727	332.4954545
329	97.31420455	332.9369318
330	85.70965909	326.4409091
331	91.70113636	326.0625
332	97.56647727	327.0085227
333	85.64659091	320.0710227
334	91.70113636	320.1340909
335	97.75568182	320.5755682
336	85.64659091	313.9534091
337	91.63806818	314.0795455
338	97.88181818	314.26875
339	116.0454545	321.0170455
340	122.4784091	321.0170455
341	128.4068182	321.0170455
342	135.2181818	321.3323864
343	103.9994318	314.4579545
344	110.0539773	314.5840909
345	116.0454545	312.1244318
346	120.5863636	315.4670455
347	128.5329545	315.0255682
348	135.3443182	315.3409091
349	103.4948864	307.0789773
350	109.9909091	307.4573864
351	120.7755682	311.0522727
352	125.1272727	309.5386364
353	117.8744318	306.1960227
354	128.8482955	306.4482955
355	135.4704545	308.025
356	141.0835227	346.2443182
357	147.3272727	344.8568182
358	152.4357955	342.2710227
359	141.7772727	337.0363636
360	149.7869318	336.9732955
361	141.3357955	331.1710227
362	147.1380682	331.3602273
363	153.1295455	331.3602273
364	141.6511364	321.9630682
365	146.5073864	322.1522727
366	151.93125	324.6119318
367	77.7	366.1738636
368	72.65454545	396.0681818
369	76.18636364	411.5829545
370	82.24090909	411.5829545
371	88.23238636	411.5829545
372	94.53920455	411.5198864
373	100.7198864	411.5198864
374	106.6482955	411.5198864
375	112.8289773	411.5829545
376	119.5142045	411.5829545
377	115.85625	421.6738636
378	98.38636364	420.0340909
379	66.97840909	390.3920455
380	72.78068182	366.1107955
381	76.94318182	328.3329545
382	73.91590909	311.0522727
383	85.45738636	306.8897727
384	117.7482955	300.39375
385	151.8051136	313.6380682
386	158.9948864	337.1625
387	155.8414773	344.7306818
388	85.96193182	383.7698864
389	74.73579545	393.6085227
390	74.54659091	388.7522727
391	91.89034091	380.9318182
392	96.17897727	378.9767045
393	98.82784091	378.09375
394	102.0443182	378.0306818
395	104.3778409	378.09375
396	107.8465909	377.9676136
397	109.8647727	377.9045455
398	112.0721591	377.4630682
399	112.6397727	377.1477273
400	111.9460227	379.48125
401	113.2073864	382.8238636
402	112.5136364	384.2113636
403	112.0721591	374.5619318
404	112.3875	371.4715909
405	112.4505682	370.5255682
406	111.5676136	368.4443182
407	111.5045455	365.2909091
408	111.8198864	362.2636364
409	111.0630682	360.4346591
410	107.4051136	359.8670455
411	104.3147727	359.7409091
412	101.2875	359.4886364
413	98.32329545	359.2994318
414	95.42215909	359.1732955
415	90.94431818	359.8039773
416	84.95284091	361.9482955
417	79.46590909	363.7772727
418	115.7931818	411.5829545
419	115.3517045	405.9068182
420	116.1085227	400.9875
421	117.1176136	398.0863636
422	118.4420455	394.9960227
423	118.3159091	392.0948864
424	118.8835227	388.9414773
425	119.8295455	385.9142045
426	120.01875	384.3375
427	120.9017045	383.8960227
428	124.2443182	383.64375
429	123.9289773	384.2744318
430	123.6767045	384.8420455
431	124.6857955	382.7607955
432	126.0732955	379.7335227
433	126.1363636	377.2738636
434	125.6318182	375.2556818
435	126.5778409	372.7329545
436	126.8301136	370.9039773
437	124.3073864	372.2284091
438	120.3971591	372.6068182
439	120.3971591	374.8772727
440	120.3971591	377.2738636
441	120.3340909	379.7965909
442	120.0818182	307.0789773
443	121.8477273	310.7369318
444	121.4693182	315.4039773
445	121.5323864	321.0170455
446	123.9289773	327.6392045
447	126.4517045	333.6306818
448	127.1454545	338.0454545
449	127.1454545	341.1357955
450	127.1454545	343.0278409
451	127.7761364	344.2261364
452	129.0375	345.8659091
453	123.0460227	342.1448864
454	113.9642045	339.5590909
455	110.8738636	339.3068182
456	107.8465909	339.24375
457	104.75625	338.1085227
458	103.3056818	337.3517045
459	101.98125	336.8471591
460	97.31420455	334.5136364
461	91.44886364	330.6664773
462	85.52045455	329.7835227
463	91.76420455	311.49375
464	95.10681818	314.2056818
465	99.9	320.7017045
466	103.6840909	325.6210227
467	103.5579545	331.5494318
468	103.8102273	340.5051136
469	104.75625	343.6585227
470	105.0715909	346.6857955
471	107.9727273	349.8392045
472	110.5585227	351.8573864
473	111.6306818	353.0556818
474	111.69375	356.1460227
475	114.4056818	354.2539773
476	115.7931818	355.0107955
477	118.6943182	356.9659091
478	118.2528409	359.2994318
479	117.8113636	362.3897727
480	117.6221591	363.5880682
481	116.2977273	363.7772727
482	115.7931818	363.7772727
483	116.3607955	362.6420455
484	119.2619318	364.4710227
485	122.3522727	364.5340909
486	117.7482955	365.5431818
487	115.2255682	368.4443182
488	113.2073864	369.8948864
489	124.875	364.5340909
490	125.8840909	364.4710227
491	128.34375	364.7863636
492	131.0556818	365.0386364
493	132.0647727	364.8494318
494	131.1818182	366.6153409
495	129.2897727	368.5073864
496	127.5869318	370.2732955
497	132.1909091	363.3988636
498	132.3801136	362.83125
499	131.1818182	362.3267045
500	128.6590909	361.3806818
501	125.5056818	360.05625
502	122.5414773	358.6056818
503	119.5142045	356.9659091
504	119.5142045	356.5875
505	122.6045455	355.3261364
506	123.9289773	353.4340909
507	126.5147727	350.7852273
508	130.425	344.6045455
509	132.2539773	343.9107955
510	135.3443182	343.9738636
511	135.5965909	343.9738636
512	137.7409091	343.9738636
513	141.2727273	343.6585227
514	146.3181818	343.40625
515	150.4806818	343.5323864
516	149.4085227	338.1715909
517	149.3454545	331.3602273
518	150.6698864	324.0443182
519	135.8488636	338.4238636
520	135.975	337.7301136
521	135.6596591	341.0096591
522	135.7227273	348.3886364
523	133.2630682	353.7494318
524	131.3079545	350.4068182
525	130.6142045	347.4426136
526	139.0653409	349.5869318
527	143.5431818	346.3073864
528	134.2090909	357.0289773
529	133.1369318	357.8488636
530	133.2630682	355.89375
531	132.8846591	358.9840909
532	132.8846591	360.4346591
533	132.9477273	361.6960227
534	150.1653409	345.0460227
535	117.6852273	365.7954545
536	118.9465909	373.8681818
537	116.1715909	375.1295455
538	110.6215909	359.0471591
539	113.2704545	361.8852273
540	118.9465909	372.0392045
541	138.6869318	349.3346591
542	143.60625	345.6767045
543	147.3272727	346.18125
544	150.4806818	343.2170455
545	133.2	353.7494318
546	142.0926136	349.3346591
547	131.3710227	374.8772727
548	130.1096591	374.3096591
549	131.9386364	372.4806818
550	130.6142045	371.5346591
551	132.5693182	369.3272727
552	127.7761364	373.3636364
553	128.7221591	371.2823864
554	124.8119318	373.1744318
555	123.6136364	370.4625
556	126.7039773	369.76875
557	126.8301136	366.8045455
558	128.7221591	367.1829545
559	129.0375	365.1017045
560	129.3528409	369.1380682
561	131.11875	367.3090909
562	131.7494318	365.3539773
563	133.3892045	367.1829545
564	133.7676136	365.6693182
565	134.0198864	364.1556818
566	129.1636364	362.8943182
567	131.6232955	363.8403409
568	134.2090909	362.5789773
569	132.0647727	361.6960227
570	129.3528409	361.3806818
571	126.3886364	359.2994318
572	129.5420455	358.7948864
573	132.2539773	358.5426136
574	134.6505682	360.4977273
575	135.28125	357.5335227
576	129.4789773	356.3352273
577	132.50625	355.5153409
578	131.2448864	353.2448864
579	134.2721591	351.2267045
580	134.3352273	353.8755682
581	137.4886364	355.9568182
582	137.6778409	352.1727273
583	119.0727273	372.7960227
584	104.8823864	382.0670455
585	112.3875	383.4545455
586	109.2340909	383.4545455
587	112.3875	380.4272727
588	109.2971591	380.4272727
589	118.5051136	383.3914773
590	115.4147727	383.4545455
591	118.5051136	380.4272727
592	115.3517045	380.3011364
593	124.5596591	383.4545455
594	121.5323864	383.4545455
595	124.4965909	380.4272727
596	121.5323864	380.4272727
597	127.1454545	383.2653409
598	130.1727273	379.6704545
599	127.5869318	380.3011364
600	105.0715909	377.5892045
601	101.9181818	377.4630682
602	105.0715909	374.8772727
603	101.9181818	374.8772727
604	111	377.7784091
605	108.0357955	377.6522727
606	111	375.1926136
607	108.0357955	375.0664773
608	116.8022727	377.8414773
609	113.9011364	377.7784091
610	116.8022727	375.2556818
611	113.9642045	375.1926136
612	122.7306818	377.9045455
613	119.7664773	377.9045455
614	122.7306818	375.5079545
615	119.8295455	375.4448864
616	128.9744318	377.8414773
617	125.7579545	377.9676136
618	128.8482955	375.8863636
619	125.8210227	375.8863636
620	130.9295455	377.9045455
621	130.9295455	376.4539773
622	121.0278409	372.4176136
623	119.7664773	369.3272727
624	122.79375	369.0119318
625	123.7397727	371.5977273
626	122.9829545	366.2369318
627	119.8295455	366.1738636
628	122.9829545	363.2727273
629	120.01875	363.0835227
630	125.1272727	366.3
631	126.1994318	363.2727273
632	123.1721591	360.1823864
633	120.1448864	360.05625
634	123.1721591	357.0920455
635	120.1448864	356.9659091
636	126.0732955	361.0022727
637	126.1994318	357.0920455
638	115.7931818	350.4698864
639	123.2982955	354.0647727
640	120.2710227	353.9386364
641	123.3613636	350.9113636
642	120.3971591	350.9113636
643	129.2897727	354.6323864
644	126.3255682	354.1278409
645	129.5420455	350.4698864
646	126.3886364	351.0375
647	132.1278409	350.2806818
648	123.4244318	347.8210227
649	120.5232955	347.7579545
650	123.6136364	344.79375
651	120.4602273	344.7306818
652	129.6681818	348.0102273
653	126.5147727	348.0102273
654	129.73125	344.9198864
655	126.6409091	344.79375
656	135.9119318	348.0102273
657	132.8215909	348.1363636
658	135.975	344.8568182
659	132.8846591	344.8568182
660	138.3085227	348.0102273
661	138.3715909	344.9198864
662	129.7943182	341.7664773
663	126.8301136	341.7664773
664	129.9204545	338.6761364
665	126.8931818	338.6761364
666	135.975	341.7664773
667	132.8846591	341.7664773
668	136.0380682	338.7392045
669	132.9477273	338.7392045
670	138.4346591	340.5051136
671	104.9454545	371.9130682
672	101.98125	371.7238636
673	105.0715909	368.8227273
674	101.9181818	368.6335227
675	110.8738636	371.9761364
676	108.0357955	371.85
677	111	369.075
678	108.0357955	368.8857955
679	116.1715909	372.1653409
680	113.9011364	372.1653409
681	116.8022727	369.075
682	113.775	369.0119318
683	104.9454545	365.60625
684	101.9181818	365.60625
685	104.8823864	362.7051136
686	101.98125	362.5789773
687	110.9369318	365.9215909
688	108.0357955	365.7954545
689	110.9369318	362.8943182
690	108.0357955	362.7051136
691	116.8022727	366.1107955
692	113.9642045	365.9215909
693	116.9914773	362.9573864
694	113.9011364	362.8943182
695	104.9454545	359.5517045
696	101.8551136	359.5517045
697	105.0085227	356.5244318
698	101.9181818	356.3982955
699	111	359.6778409
700	108.0357955	359.6778409
701	111.0630682	356.7136364
702	108.0988636	356.5244318
703	116.9914773	359.8039773
704	114.0272727	359.8039773
705	117.1176136	356.9659091
706	114.0903409	356.8397727
707	115.5409091	353.8125
708	86.59261364	382.0039773
709	92.64715909	382.0039773
710	100.2153409	383.4545455
711	97.18806818	383.5806818
712	100.2784091	380.4903409
713	97.125	380.4272727
714	85.58352273	376.0755682
715	91.44886364	376.0755682
716	98.89090909	377.4630682
717	95.92670455	377.3369318
718	98.82784091	374.7511364
719	95.92670455	374.7511364
720	85.64659091	370.0840909
721	91.44886364	370.2102273
722	99.01704545	371.5977273
723	95.92670455	371.6607955
724	98.89090909	368.6335227
725	95.98977273	368.4443182
726	85.58352273	363.9664773
727	91.51193182	364.1556818
728	98.89090909	365.5431818
729	95.98977273	365.4170455
730	98.95397727	362.5159091
731	95.86363636	362.4528409
732	85.58352273	357.9119318
733	91.575	358.1011364
734	98.95397727	359.4255682
735	96.05284091	359.3625
736	98.95397727	356.3982955
737	96.05284091	356.2090909
738	105.7022727	406.3482955
739	112.2613636	407.6096591
740	109.1079545	407.4835227
741	112.3244318	404.8346591
742	109.3602273	404.7715909
743	116.9914773	406.2852273
744	122.4153409	407.5465909
745	122.3522727	404.7715909
746	105.8914773	400.3568182
747	112.3875	401.68125
748	109.2340909	401.68125
749	112.3875	398.7801136
750	109.2340909	398.7170455
751	118.63125	401.5551136
752	115.4778409	401.68125
753	118.5051136	398.7170455
754	115.3517045	398.7801136
755	122.4153409	401.7443182
756	121.9107955	398.7801136
757	105.7653409	394.2392045
758	112.3244318	395.6897727
759	109.2971591	395.6897727
760	112.3244318	392.4732955
761	109.2971591	392.6625
762	118.4420455	395.6267045
763	115.4147727	395.5636364
764	118.5051136	392.7886364
765	115.3517045	392.5994318
766	121.5323864	395.6267045
767	121.9107955	392.4732955
768	105.7653409	388.1846591
769	112.2613636	389.5721591
770	109.2971591	389.6352273
771	112.3875	386.6079545
772	109.2971591	386.41875
773	118.5681818	389.5721591
774	115.4147727	389.6352273
775	118.5051136	386.6710227
776	115.4147727	386.6710227
777	122.2892045	389.4460227
778	124.5596591	386.6710227
779	121.5323864	386.4818182
780	80.41193182	406.2852273
781	86.52954545	406.2221591
782	92.52102273	406.0960227
783	98.70170455	406.1590909
784	102.7380682	406.3482955
785	80.41193182	400.3568182
786	86.46647727	400.3568182
787	92.52102273	400.3568182
788	100.2153409	401.6181818
789	97.18806818	401.68125
790	100.2153409	398.7801136
791	97.18806818	398.7170455
792	102.7380682	400.3568182
793	80.475	394.3653409
794	86.46647727	394.3022727
795	92.58409091	394.2392045
796	100.2153409	395.6897727
797	97.06193182	395.5636364
798	100.2784091	392.6625
799	97.125	392.4102273
800	102.7380682	394.3653409
801	80.41193182	388.3107955
802	86.52954545	388.3107955
803	92.58409091	388.3107955
804	100.1522727	389.5721591
805	97.18806818	389.5090909
806	100.2153409	386.41875
807	97.125	386.41875
808	102.7380682	388.1846591
809	105.0085227	353.4340909
810	101.98125	353.4340909
811	105.0085227	350.34375
812	102.0443182	350.34375
813	111.1892045	353.6863636
814	108.0357955	353.4971591
815	111.2522727	350.5329545
816	108.225	350.4698864
817	105.1346591	347.3164773
818	102.1704545	347.1272727
819	105.1346591	344.2261364
820	102.2965909	344.2261364
821	111.3784091	347.5056818
822	108.2880682	347.4426136
823	111.3784091	344.4784091
824	108.3511364	344.3522727
825	117.3698864	347.7579545
826	114.4056818	347.6948864
827	117.4329545	344.6045455
828	114.4056818	344.4784091
829	105.3869318	341.1988636
830	102.3596591	341.0727273
831	105.45	338.2346591
832	102.3596591	338.1085227
833	111.4414773	341.4511364
834	108.4142045	341.1988636
835	111.5676136	338.2977273
836	108.5403409	338.2977273
837	117.4960227	341.6403409
838	114.5948864	341.5142045
839	117.6221591	338.55
840	114.5948864	338.4869318
841	123.6767045	341.7034091
842	120.6494318	341.7034091
843	123.8659091	338.6761364
844	120.6494318	338.6761364
845	104.1255682	333.7568182
846	110.1170455	334.0090909
847	116.3607955	334.0721591
848	122.5414773	334.1352273
849	128.5960227	334.2613636
850	136.0380682	335.6488636
851	133.0738636	335.7119318
852	136.1011364	332.7477273
853	133.0107955	332.7477273
854	138.4977273	334.3875
855	104.3147727	327.7022727
856	110.30625	327.8914773
857	116.4869318	328.0806818
858	122.6045455	328.2698864
859	128.7852273	328.3329545
860	134.7136364	328.3329545
861	138.4977273	328.4590909
862	104.4409091	321.5846591
863	110.5585227	321.7738636
864	85.58352273	351.4789773
865	91.38579545	352.0465909
866	97.56647727	351.73125
867	85.70965909	345.2352273
868	91.70113636	345.6767045
869	97.88181818	345.4875
870	85.83579545	339.1806818
871	91.89034091	339.24375
872	98.00795455	339.4329545
873	85.96193182	333.1261364
874	91.95340909	333.1261364
875	97.94488636	333.5676136
876	86.34034091	327.0715909
877	92.33181818	326.6931818
878	98.19715909	327.6392045
879	86.27727273	320.7017045
880	92.33181818	320.7647727
881	98.38636364	321.20625
882	86.27727273	314.5840909
883	92.26875	314.7102273
884	98.5125	314.8994318
885	116.6761364	321.6477273
886	123.1090909	321.6477273
887	129.0375	321.6477273
888	135.8488636	321.9630682
889	104.6301136	315.0886364
890	110.6846591	315.2147727
891	116.6761364	312.7551136
892	121.2170455	316.0977273
893	129.1636364	315.65625
894	135.975	315.9715909
895	104.1255682	307.7096591
896	110.6215909	308.0880682
897	121.40625	311.6829545
898	125.7579545	310.1693182
899	118.5051136	306.8267045
900	129.4789773	307.0789773
901	136.1011364	308.6556818
902	141.7142045	346.875
903	147.9579545	345.4875
904	153.0664773	342.9017045
905	142.4079545	337.6670455
906	150.4176136	337.6039773
907	141.9664773	331.8017045
908	147.76875	331.9909091
909	153.7602273	331.9909091
910	142.2818182	322.59375
911	147.1380682	322.7829545
912	152.5619318	325.2426136
913	78.33068182	366.8045455
914	73.28522727	396.6988636
915	76.81704545	412.2136364
916	82.87159091	412.2136364
917	88.86306818	412.2136364
918	95.16988636	412.1505682
919	101.3505682	412.1505682
920	107.2789773	412.1505682
921	113.4596591	412.2136364
922	120.1448864	412.2136364
923	116.4869318	422.3045455
924	99.01704545	420.6647727
925	67.60909091	391.0227273
926	73.41136364	366.7414773
927	77.57386364	328.9636364
928	74.54659091	311.6829545
929	86.08806818	307.5204545
930	118.3789773	301.0244318
931	152.4357955	314.26875
932	159.6255682	337.7931818
933	156.4721591	345.3613636
